character,pinyin,part_of_speech,definition
打,da3,10,(1) (形声。从手，丁声。本义:击) (2) 同本义 打，击也。身世浮沉雨打萍。宋 · 文天祥 《过零丁洋》 又如:用棍打狗;打拍(敲击);打火刀(用来敲打火石的刀形铁片) (3) 殴打;斗殴。亦指武术表演或戏剧中的武打。如:打捶(打架);打孽(报仇，械斗);打把子(练武功) (4) 攻打;进攻。如:打援(攻打敌人的援军) (5) 射击。如:打冷枪;打炮 (6) 攻讦。如:打短(说别人短处) (7) 发出。如:打哨(吹口哨);打唤(呼唤) (8) 猜，猜谜。如:打一字;打一物;打虎(猜谜);打灯虎(猜灯谜) (9) 围棋术语。即叫吃。如:打劫(谓双方在一处可以交换吃一子的争夺战) (10) 印上;拓印。如:打本(即拓本);打郑方(盖公章);打印子(盖图章) (11) 扎入;注入。如:打针 (12) 往;去 你打 华州 ，须从这条路走。 (13) 制造;建造 九子不葬父，一女找荆棺。又如:打船(造船) (14) 砍;割 只在左近人家佣工，替人家挑土打柴。 (15) 汲取;盛取。如:打米(盛米，装米) (16) 捕捉;猎取。如:打捕(打猎捕鱼，渔猎) (17) 买。如:打酒;打票;打勾(购买) (18) 振作。如:打扳(振作);打迸(振作，焕发) (19) 除去 风流总被雨打风吹去。宋 · 辛弃疾 《永遇乐·京口北固亭怀古》 又如:打麦(用工具使麦子去皮或脱粒);打灭(打消;消除;消灭) (20) 摇荡 西江 水阔 吴山 远，却打船头向北行。王建 《扬州寻张籍不见》 (21) 收获。如:打夹账(谓经手人从中索取好处费);打抹(谓没收额外所得酬金) (22) 贬;退;减。如:打扣(降低商品的原定价格;减少或者降低事物的数量、质量);打短(克扣) (23) 评定。如:打成分 (24) 相处;交结。如:打交待，打交道;打伙计(交朋友，恋爱);打影(结伴;合伙) (25) 张、举、提。亦谓携带。如:打旗 (26) 编织。如:打草垫;打竹席;打领带;打个结;打发辫 (27) 转;绕。如:打方旋(徘徊);打胡旋(兜圈子);打旋磨(盘旋;围绕着某物转);打转转(旋转，绕圈子);打独磨(盘旋;徘徊);打踅(打转。走江湖，跑码头) (28) 把一物附着在他物上。如:打胭脂，打粉;打背(裱糊布片) (29) 谓用某种语言或腔调说话。如:打牙配嘴(谓相互戏谑，闲扯说笑);打令(行酒令) (30) 谓从事某种工作或做出某种行动。如:打饼(做面食);打印子(借印子钱);打行(保镖、打手的行帮) (31) 表示通过一定手段完成某种任务。如:打铺;打介绍信;打轿;打花(采花;摘花) (32) 与某些动词结合成复词，表示进行之意。如:打掠(用眼扫视);打勘(查问;拷问，审讯)
打,da3,9,(1) ∶从 带有北方方言色彩，普通话里一般用“从”，在单音方位词前只能用“从”。如:从南到北，从早到晚，从里到外 (2) 表示处所、时间、范围的起点。如:打这儿往东去;打县里回来;打明儿开始 (3) 表示经过的路线、场所。如:打水路走，三天可以到
打,da3,6,(1) 武术。如:教打;练打。亦指京剧里指武打。如:唱、做、念、打
訾,zi1,10,(1) 衡量;计量 息耗减损通于不訾。訾功丈而知人数。。注: “相也。” 訾相其质，足以比成事，诚可立而授之。 (2) 又如:訾粟(度量粟米);訾计(估量计算);訾相(衡量省视);訾省(计算、察核财物) (3) 考虑;希求 心悁忿而不訾前后者，可亡也。不訾重器，毋訾衣服成器。 (4) 又如:訾问(考虑、过问) (5) 放纵 离纵而跂訾者也。小谨者无成功，訾行者不容于众。
訾,zi1,6,(1) 通 “赀”。钱财 家訾累数巨万矣。以訾为骑郎。以訾助边。 (2) 又如:訾用(资产财用);訾算(钱财数目。指买官的钱;用钱来计算);訾产(资产，财产) (3) 古地名。在今河南省巩县西南 夏，四月，乙酉， 单子 取 訾。 (4) 疾病 岁凶，庸人訾厉，多死丧。 (5) 又如:訾厉(疾病，灾害) (6) 缺点 故子之所刺于礼者，亦非礼之訾也。 (7) 又如:訾缺(过错与缺失) (8) 姓。如:訾陬(复姓)
訾,zi3,10,(1) (形声。从言，此声。本义:毁谤，非议) (2) 同本义 訾，訾訾不思称意也。从言，此声。四制訾之者，是不知礼之所由生也。。注: “口毁曰訾。” 不訾小忿。公子沓訾之。。注: “毁也。” 訾行者不容于众。诋訾今古。故小谨者无成功，訾行者不容于众。 (3) 又如:訾美(毁誉);訾怨(诽谤怨恨);訾病(提出他人缺失而加以讥评，非议);訾短(非议，诋毁) (4) 厌恶;极其讨厌并憎恶 訾食者不肥体。 (5) 又如:訾食(厌食);訾怨(厌恨) (6) 指责 夫名盛则责望备，实不副则訾咎深。 (7) 又如:訾戈(痛骂弋猎的人);訾咎(指责非难);訾屈(责骂)
伯,bo2,6,(1) (形声。从人，白声。本义:排行第一的，老大) (2) 同本义 伯，长也。问我诸姑，遂及伯姊。侯主侯伯，侯亚侯旅。曰伯某甫仲叔季，唯其所当。五官之长曰伯。千里之外访方伯。忆作儿童随伯氏，南来今只一身存。韩愈 《过始兴江口感怀》 (3) 又如:伯氏(长兄，哥哥);伯兄(长兄);伯氏(长兄);伯歌季舞(比喻兄弟情感和好融洽);伯姊(大姐) (4) 伯父。父亲的哥哥 汝伯何由发如漆。杜甫 《醉歌行》 (5) 又如:伯舅(对母亲的哥哥的称呼;古时帝王对异姓诸侯的称呼);伯叔(伯父叔父);伯娘(伯父的妻子);伯翁(父亲的伯父;丈夫的伯父);伯姑(大姑母) (6) 对年龄较长的男子的尊称 将伯助予。 (7) 女子对丈夫的尊称 自伯之东，首如飞蓬。 (8) 古代统领一方的长官 分天下以为左右，曰二伯。 (9) 又如:伯叔(周王朝对同姓诸侯的称呼);伯长(古代对地方官的泛称) (10) 古代五等爵位的第三等 秦伯 素服郊次。 (11) 又如:伯甸(以伯爵而居甸服) (12) 王覇。通 “霸” 彭祖 得之，上及有虞，下及五伯。一朝而伯。桓公 五伯之上也。伯者莫高于 齐 桓。衰则五伯扶其弱。壤长地进，至乎伯王。 (13) 又如:伯余(黄帝的臣子。古代传说最初制造衣裳的人);伯道(霸道);伯王(霸王) (14) 姓
脉,mai4,6,(1) (会意。合起来表示身体里的一种支脉。本义:血管) (2) 同本义 衺犹分也。衺行体中，谓血脉流转于体中也。” 朱骏声 曰:“按，字俗作脉。” 夫脉者，血之府也。骨著脉通，与体俱生。王符 《潜夫论·德化》 又如:动脉;静脉;脉脉相通(血管彼此相通) (3) 指事物如血管连贯有条理者 雪缕青山脉，云生白鹤毛。王建 《隐者居》 又如:山脉;矿脉;命脉(生命和血脉)。又指植物叶子、昆虫翅膀上像血管的组织 (4) 脉搏。心脏收缩时，由于输出血液的冲击引起动脉的跳动 如今看了脉息，看小弟说的是不是。又如:脉气(脉搏所呈现的情况);脉候(脉搏变化的情况) (5) 地下水。如:脉发(脉起。春暖地温回升，地下水蒸发，滋润土壤使之冒起，为春耕的良时);脉散(水道分流) (6) 血统、宗派等相承的系统。如:一脉相传
脉,mai4,10,(1) 号脉，按脉诊病 一时 李嬷嬷 来了，看了半日，问他几句话也无回答，用手向他脉门摸了摸。又如:脉诀(论述诊脉的典籍);脉学(诊脉之学);脉礼(诊费的敬称);脉书(记录诊脉方法的图书);脉息(中医切脉以呼吸为准则)
亹,wei3,5,(1) 勤勉不倦 亹亹，勉也。成天下之亹亹者。亹亹 文王。亹亹不舍昼夜。又如:亹斐(勤勉);亹亹穆穆(勤勉庄敬) (2) 美。如:亹焕(光彩美丽);亹亹(美妙;美好)
亹,wei3,10,(1) 进入。如:亹亹(行进貌) (2) 修养 夫是以内亹其性情而外纲其皇极， 緼之也有原，其出之也有伦，其究极之也动天地而感鬼神。清 · 魏源 《默觚上》
委,wei3,10,(1) (会意。从女，从禾。“女” 表顺随， “禾” 表委曲。本义:曲折) (2) 同本义 委，委随也。。按，委随犹委蛇。若至委曲小变，不可胜道。 (3) 又如:委折(曲折);委注(曲折流往);委宛(委曲婉转);委纡(曲折);委延(曲折蜿蜒);委坠(曲折，遥远) (4) 堆积，存放 牛不知其死也，如土委地。是以委肉当饿虎之蹊，祸必不振矣。委，犹积也。注 粢盛委之所藏也。遗人掌邦之委积，以待施惠。 (5) 委托 愿委之于子。委 广州府 余。 (6) 又如:委计(托付以国家大计);委付(委托;嘱咐);委冰(托媒人);委政(付以政柄);委勘(交付审查);委权(授以权柄);委属(托付);委遇(信任) (7) 丢弃，抛弃 委，弃也。委而去之。相委而去。 (8) 又如:委去(委弃而离去);委世(弃世);委仗(丢弃武器);委伏(委弃埋没);委舍(舍弃，委卸);委叛(弃官叛离);委捐(放弃，丢掉) (9) 委任，任命，委派。如:委札(委任文件);委用(任用);委成(委任而责成);委使(任用);委命(委派，任命);委重(委以重任);委信(委任信赖);委寄(委任托付);委诚(委任、信用) (10) 推卸;推诿 司马 欲委罪于孤耶? (11) 又如:委咎(归罪);委卸(推卸) (12) 安，安于 乐天安分，以至百年。陶潜 《自祭文》 (13) 随顺，顺从。如:委贽(指人臣拜见君主时，屈膝委体于地);委化(随任自然的变化);委分(任凭天命);委质(下拜;屈膝委身于地下，后引申为托身;归顺。质:形体);委制(归顺并接受约束);委和(随顺自然);委面(归顺称臣);委从(随顺，顺从) (14) 通 “萎”。委顿，衰败。如:委花(落花);委困(委顿困乏);委绝(衰亡，衰败);委然(困顿) (15) 交付，给 婆惜 道: “第二件，我头上带的，我身上穿的，家里使用的，虽都是你办的，也委一纸文书，不许你日后来讨。”
委,wei3,6,(1) 水的下流 三王之祭川也，皆先河而后海，或源也，或委也，此之谓务本。 (2) 后称事情的本末为原委或源委 (3) 帽檐，冠檐 委武玄缟而后蕤。 (4) 委员会的省称。如:常委;省委 (5) 委员的省称。如:政委 (6) 末尾 教化从来有源委，必将泳海先泳河。
委,wei3,5,(1) 懈倦，疲惫。如:委劣(委顿，衰弱);委惰(疲倦);委委悴悴(无精打彩) (2) 琐碎;鄙陋
委,wei3,2,(1) 确实。如:委知(确实知道);委的(的确);委是(确实);委果(果然;确实);委的(确实);委系(确实是)
供,gong1,10,(1) (形声。从人，共声。本义:供给，供应) (2) 同本义 供，供给。凡与之所以大用者，外供甲兵而内给淫奢也。王之诸臣皆足以供之，而王岂为是哉? 今诸生学于太学，县官日有廪稍之供，父母岁有裘葛之遗，无冻馁之患矣。明 · 宋濂 《送东阳马生序》 一人之食供十人已不足，何况供百人乎? 清 · 洪亮吉 《治平篇》 (3) 又如:供亿(供应所需，也指供应的东西);供膳(供给膳食);供饷(供给差粮);供祀(供给祭祀) (4) 提供某种条件。如:仅供参考;专供研究生用的阅览室;供顿(设宴待客);供断(供尽。极言提供之多)
供,gong1,5,(1) 通 “恭”。恭敬。有礼貌 行而供冀。 (2) 又如:供翼(恭敬小心。供:通恭)
供,gong4,10,(1) (形声。从人，共声。本义:摆设;陈设) (2) 同本义 供，设也。供帐。曩胡公按部，令所过毋供张。士大夫出其境率不得供顿，由是怨颇兴。 (3) 又如:供帐(陈设帷帐等用具。作为宴会、旅行之用);供顿(备酒宴客;供应);供馔(陈设祭祀食品);供享(摆供品以祭祀);供佛 (4) 供奉，供献 张羽旗，设供具，以礼神君。休唱 贞元 供奉曲，当时朝士已无多。唐 · 刘禹锡 《听旧宫中乐人穆氏唱歌》 (5) 又如:供具(供奉鬼神的器具。后也指供佛的器具);供奉曲(宫廷内演奏的曲子);供进(进献宫廷);供御(进奉于帝王) (6) 祭祀，奉祀。把香烛等放在神佛或祖先的像(或牌位)前面表示敬奉。如:上供;供礼(祭品，供品);供床(神像前放置祭品的几案) (7) 伺奉;伺候。如:供过(侍奉，伺候;当差);供应(伺候);供侍(侍奉);供直(侍奉帝王);供承(侍奉，执役);供命(听从差遣);供享(使享用) (8) 从事，担任。如:供事;供役(服役，执役) (9) 受审者陈述案情 吏辈责供，多不足凭。宋 · 陈襄 《州县提纲·面审所供》 (10) 又如:招供(供出犯罪事实);吐供(招供);供招(招供。供出犯罪事实);供攀(攀供。在供词中牵连他人)
供,gong4,6,(1) 供词，口供，受审者所说的案情 张文定 公在真宗时，戚里有争分财不均者，更相诉讼，……即命各供状结实。宋 · 赵自鐐 《狱讼》 (2) 又如:翻供;供款(供词) (3) 供品，祭品，祭祀时奉献的物品。如:供养(供品);供尖(供品的顶端部分)
长,chang2,5,(1) (象形。甲骨文字形，象人披长发之形，以具体表抽象，表示长短的“长”。本义:两点距离大) (2) 同本义。与“短”相对 巽为长，为高。顺彼长道。道阻且长。长毂九百。布帛长短同。长三尺。长丈二尺。注 长一身有半。白发三千丈，缘愁似个长。唐 · 李白 《秋浦歌》 又如:狭长(窄而长);长铗(剑的一种。刀身剑锋长的叫长铗，短的叫短铗) (3) 时间久 长，久也。未尝闻社稷之长利。义有长短大小。举手长劳劳，二情同依依。又如:长宵(漫长的夜);长律(长的音律) (4) 遥远 溯洄从之，道阻且长。酒困路长惟欲睡。宋 · 苏轼 《浣溪沙》 又如:长解(远距离解送犯人;押解犯人发配远方的公差) (5) 高;高大 今日被驱遣，小姑如我长。又如:长林(高大的树林);长壮(高大而强壮) (6) 优;是;正确。如:长才(突出的才能);长技(专长;特长);长材(优良的木材。也指才能优越的人) (7) 深长。如:气味长 (8) 深厚。如:恩情长
长,chang2,6,(1) 长度 舟首尾长约八分有奇。明 · 魏学洢 《核舟记》 又如:身长;桥长 1000米;波长 (2) 长处 蒹百花之长而各去其短。明 · 李渔 《闲情偶寄·种植部》 又如:取长补短;扬长避短;一技之长，学有所长;特长 (3) 姓
长,chang2,2,(1) 长久;永远 我欲与君相知，长命无绝衰。存者且偷生，死者长已矣! 唐 · 杜甫 《石壕吏》 又如:长川(经常;长久);长流(长久，永远) (2) 长长地 长太息以掩涕兮，哀民生之多艰。屈原 《离骚》 (3) 经常 茅檐长扫净无苔。王安石 《题湖阴先生壁》 (4) 直直地 府吏长跪告。 (5) 顺利迅速地 未有长驱径入敌围者也。陈寿 《三国志》
长,zhang3,5,(1) 老，年高 长，老也。不挟长。。注:“年长也。” 子之年长矣，而色若孺子，何也? 长者虽有问，役夫敢申恨? 杜甫 《兵车行》 齐侯 长矣。又如:长艾(老年);长没(年老而死) (2) 年长，年龄较大 长 子灿 七岁。明 · 魏禧 《大铁椎传》 弟辈衣食自足，不消兄长挂念。又如:长君(年长的君主);长德(年长而有德);长贤(年长而贤明);长主(年长的君主);长宾(年长的宾客);长年(年龄较大);长郎(尊称他人的长子) (3) 成年的，幼之反，成人曰长 问国君之年，长，曰能从宗庙社稷之事矣;幼，曰未能从宗庙社稷之事也。又如:长殇(古代男子未冠，女子未而死都称殇) (4) 排行第一 阿爷无大儿， 木兰 无长兄。始皇 有二十八子，长子 扶苏 以数直谏上，上使监兵 上郡。又如:长弟(先后。先生为长，后生为弟);长庶(庶长子。妾生的长子);长嫡(正妻所生的长子或长女);长杰(超群出众);长妾(妾中先有子者);长公主(皇帝的姊妹或皇女尊崇者的封号) (5) 辈分大;居高位者 万夫之长。吏六百石以上，皆长吏也。又如:长吏(官吏中俸禄高、职位尊的人);长雄(领袖人物。即“雄长”);长爵(高的爵位)
长,zhang3,10,(1) 生长;成长 草木遂长。暮春三月，江南草长，杂花生树。南朝 梁 · 丘迟 《与陈伯之书》 求木之长者。唐 · 魏征 《谏太宗十思疏》 初长足时。宋 · 沈括 《梦溪笔谈》 一旦长成。清 · 袁枚 《祭妹文》 又如:长俊(长进;进步);长成(长大成人);长立(长大自立);长牙;长毛;长肉;长胖 (2) 抚育;使…成长 父兮生我，母兮鞠我，拊我畜我，长我育我。又如:长养(抚育培养);长育(养育) (3) 滋长，助长，增长 而长寇仇。废奢长俭。日日以长。又如:长托(滋补身体);长美(增长美德);长傲(滋长傲气);长益(促进，增益);长消(消长，盛衰);长知识;此风不可长 (4) 崇尚 今 汉 家承 周 秦 之敝，宜抑文尚质，废奢长俭，表实去伪。 (5) 做长官;为首领 子无敢食我也。天地使我长百兽，今子食我，是逆天帝命也。 (6) 升高(多指水位或物价)。后作“涨”。如:长成(小孩长得高);长价;水长船高
